Account_Owner__c,Amount,Area__c,BigMachines__Line_Items__c,CloseDate,Country__c,CreatedById,CreatedDate,Currency_Rate__c,CurrencyIsoCode,Days_Until_Modified__c,Duration_at_Stage1__c,Duration_at_Stage2__c,Earliest_Delivery_Commence_Date__c,Eligible_for_Fast_Track__c,HasOpportunityLineItem,Id,IsWon,LastModifiedDate,LoB_Services__c,Pricebook2Id,Retail__c,Stage_Change_Date__c,Sub_Area__c,WNC_Region__c
317,8300.0,22,1,24,139,7,26436,1.0,30,-216.0,7,0,41,0,1,23034,0,3034,1,1,0,36,45,0
336,506633.0,22,3,24,139,7,26436,1.0,30,-216.0,7,0,41,0,1,23035,0,3783,1,1,0,36,45,0
336,15163.0,22,3,24,139,7,26437,1.0,30,-216.0,7,0,41,0,1,23039,0,3783,1,1,0,36,45,0
295,8583.0,22,1,24,139,7,26437,1.0,30,-216.0,7,0,41,0,1,23040,0,3036,1,1,0,36,45,0
361,80737.0,22,4,24,139,7,26438,1.0,30,-216.0,7,0,41,0,1,23041,0,4460,1,1,0,36,45,0
295,482.0,22,1,24,139,7,26438,1.0,30,-216.0,7,0,41,0,1,23042,0,3363,1,1,0,36,45,0
295,18713.0,22,3,24,139,7,26439,1.0,30,-219.0,4,0,41,0,1,23043,0,3758,1,1,0,30,45,0
394,18648.0,22,2,24,139,7,26439,1.0,30,-216.0,7,0,41,0,1,23044,0,3363,1,1,0,36,45,0
225,29379.0,22,3,24,139,7,26440,1.0,30,-216.0,7,0,41,0,1,23045,0,3995,1,1,0,36,45,0
394,139921.0,22,2,24,139,7,26441,1.0,30,-216.0,7,0,41,0,1,23046,0,2560,1,1,0,36,45,0
295,30821.0,22,2,24,139,7,26441,1.0,30,-216.0,7,0,41,0,1,23047,0,4501,1,1,0,36,45,0
361,12390.0,22,2,24,139,7,26442,1.0,30,-216.0,7,0,41,0,1,23050,0,3619,1,1,0,36,45,0
218,6516.0,22,1,24,139,7,26442,1.0,30,-216.0,7,0,41,0,1,23051,0,3344,0,1,0,36,45,0
394,61182.0,22,2,24,139,7,26443,1.0,30,-216.0,7,0,41,0,1,23032,0,2668,1,1,0,36,45,0
361,61928.0,22,3,24,139,7,26443,1.0,30,-216.0,7,0,41,0,1,23033,0,4422,1,1,0,36,45,0
295,,22,0,282,139,7,26444,1.0,30,-184.0,39,0,1080,0,0,23052,0,826,0,2,0,202,45,0
295,19079.0,22,4,350,139,7,26444,1.0,30,-153.0,70,0,537,0,1,23053,0,3361,1,1,0,262,45,0
295,5433.0,22,4,24,139,7,26445,1.0,30,-216.0,7,0,41,0,1,23054,0,3363,1,1,0,36,45,0
361,22200.0,22,3,24,139,7,26446,1.0,30,-219.0,4,0,41,0,1,23055,0,3344,1,1,0,30,45,0
196,111797.0,17,1,41,139,7,26446,1.0,30,-219.0,4,0,65,0,1,23056,0,4136,0,0,1,30,45,0
295,5208.0,22,2,24,139,7,26447,1.0,30,-216.0,7,0,41,0,1,23057,0,2561,1,1,0,36,45,0
337,4372.0,22,3,24,139,7,26447,1.0,30,-216.0,7,0,41,0,1,23058,0,3882,1,1,0,36,45,0
8,10333.0,22,3,24,139,7,26448,1.0,30,-219.0,4,0,41,0,1,23048,0,2560,1,1,0,30,45,0
334,2058.0,22,2,24,139,7,26448,1.0,30,-219.0,4,0,41,0,1,23049,0,2560,1,1,0,30,45,0
295,7958.0,22,1,24,139,7,26449,1.0,30,-216.0,7,0,41,0,1,23059,0,3612,1,1,0,36,45,0
334,559.0,22,1,24,139,7,26449,1.0,30,-223.0,0,0,41,0,1,23060,0,4364,1,1,0,204,45,0
295,25673.0,22,4,24,139,7,26450,1.0,30,-216.0,7,0,41,0,1,23061,0,2571,1,1,0,36,45,0
475,11138.0,22,2,24,139,7,26451,1.0,30,-219.0,4,0,41,0,1,23062,0,3364,1,1,0,30,45,0
379,,22,0,24,139,7,26452,1.0,30,-223.0,0,0,1080,0,0,23036,0,4179,0,2,0,204,45,0
379,716127.0,22,4,348,139,7,26452,1.0,30,-176.0,0,0,41,0,1,23037,0,4179,1,1,0,260,45,0
374,,22,0,24,139,7,26453,1.0,30,-223.0,0,0,1080,0,0,23063,0,4271,0,2,0,204,45,0
83,7758.0,22,1,33,139,540,26454,1.0,30,-219.0,0,0,362,0,1,23064,1,684,0,1,0,30,45,0
334,624.0,22,1,24,139,7,26455,1.0,30,-219.0,4,0,41,0,1,23038,0,2685,1,1,0,30,45,0
435,24450.0,18,2,263,38,596,26456,1.0,30,-183.0,0,0,745,1,1,23065,1,4311,0,1,0,223,37,0
389,51000.0,22,2,41,139,548,26457,1.0,30,-131.0,0,0,509,0,1,23066,1,2394,0,1,0,38,45,0
346,12800.0,22,2,271,139,497,26458,1.0,30,-209.0,0,0,596,0,1,23067,1,2283,0,1,0,192,45,0
184,1645.68,4,1,39,25,75,26459,1.0,30,-217.0,0,0,143,0,1,23068,1,2681,1,1,0,36,9,0
361,30328.0,22,1,37,139,514,26460,1.0,30,-217.0,0,0,605,0,1,23070,1,2976,0,1,0,34,45,0
7,1.0,13,1,319,84,2,26461,1.0,30,-160.0,0,1,639,0,1,23069,1,604,0,1,0,235,25,0
354,43200.0,22,1,495,139,521,26462,1.0,30,-78.0,0,133,967,0,1,23071,1,4132,0,1,0,397,45,0
208,103678.0,4,5,417,25,566,26463,1.260725,2,-125.0,0,20,914,0,1,23072,0,1435,0,1,0,302,9,0
184,7405.0,22,1,237,139,536,26464,1.0,30,-197.0,0,0,478,0,1,23073,1,3719,0,1,0,160,45,0
230,11760.0,13,1,421,95,323,26465,1.0,30,-111.0,0,5,1061,1,1,23074,1,2331,0,1,0,328,10,0
230,9332.0,13,1,421,95,323,26466,1.0,30,-111.0,0,5,1061,1,1,23075,1,2331,0,1,0,328,10,0
53,19080000.0,0,1,386,129,74,26467,28.451258000000003,28,-127.0,0,39,725,0,1,23076,1,1827,1,1,0,298,41,1
334,18000.0,4,1,259,25,236,26468,1.368459,2,-187.0,0,4,402,0,1,23077,1,1139,1,1,0,181,9,0
16,238567.0,5,4,346,60,27,26469,0.852878,9,-118.0,0,10,725,0,1,23078,1,3033,1,1,0,373,24,1
144,13070.0,5,1,226,60,190,26470,0.8930170000000001,9,-202.0,0,0,436,1,1,23079,1,3684,1,1,0,152,24,1
103,4400000.16,11,3,329,123,129,26471,0.8930170000000001,9,-182.0,0,19,665,0,1,23080,0,3470,1,0,1,245,18,1
21,84604.0,6,2,33,46,32,26472,0.8930170000000001,9,-219.0,0,0,631,1,1,23081,1,3676,0,1,0,30,14,1
21,218064.0,6,1,327,46,32,26473,0.8250139999999999,9,-156.0,0,57,907,0,1,23082,1,1408,0,1,0,243,14,1
280,900.0,0,1,278,114,176,26474,0.8930170000000001,9,-205.0,0,0,381,0,1,23083,1,62,0,1,0,198,33,1
416,111576.0,16,2,245,122,575,26475,17.362475,31,-211.0,0,0,537,1,1,23084,1,2684,1,1,0,168,36,1
111,35000.0,6,1,26,46,138,26476,0.8930170000000001,9,-222.0,0,0,393,1,1,23085,1,21,0,0,1,24,14,1
35,2000.0,6,1,506,46,49,26477,0.81960495,9,-72.0,0,0,838,1,1,23086,0,188,0,1,0,407,14,1
77,18000.0,6,1,226,46,98,26478,0.8930170000000001,9,-201.0,0,0,605,0,1,23087,1,2679,1,1,0,152,14,1
108,,6,0,516,46,134,26479,0.8930170000000001,9,-211.0,0,11,1080,0,0,23088,0,1924,0,2,0,168,14,1
35,500.0,6,1,334,46,49,26480,0.8250139999999999,9,-155.0,0,0,811,0,1,23089,0,4548,1,1,0,247,14,1
120,8254.34,5,1,305,109,5,26481,0.8930170000000001,9,-183.0,0,0,631,1,1,23091,1,625,0,1,0,223,31,1
41,3000.0,6,2,239,46,156,26482,0.8930170000000001,9,-196.0,0,0,402,1,1,23092,1,3852,0,1,0,162,14,1
290,21239.16,5,5,477,123,435,26483,0.827678,9,-92.0,0,3,811,1,1,23090,1,4244,0,1,0,381,39,1
285,19575.0,19,1,239,78,414,26484,1.0,30,-185.0,0,0,483,1,1,23093,1,3189,0,0,1,185,35,1
34,2673.0,6,1,26,46,78,26485,0.8930170000000001,9,-222.0,0,0,44,1,1,23094,1,4107,1,1,0,24,14,1
280,112000.0,0,1,327,114,176,26486,0.8250139999999999,9,-156.0,0,7,596,0,1,23095,1,2684,1,1,0,243,33,1
184,34559.28,4,1,37,25,75,26487,1.0,30,-218.0,0,0,143,0,1,23096,1,3033,1,1,0,34,9,0
449,12000.0,22,1,400,139,513,26488,1.0,30,-149.0,0,0,711,1,1,23097,0,3700,0,1,0,310,45,0
80,150.0,6,1,33,46,156,26489,0.8930170000000001,9,-219.0,0,0,78,1,1,23098,1,1924,0,1,0,30,14,1
43,300.0,6,1,33,46,156,26490,0.8930170000000001,9,-219.0,0,0,78,1,1,23099,1,3662,0,1,0,30,14,1
448,12375.0,13,1,267,37,610,26491,1.0,30,-210.0,0,0,605,1,1,23100,1,4398,0,1,0,188,10,0
334,89436.39,12,5,33,106,20,26492,1.0,30,-219.0,0,0,605,0,1,23101,1,193,0,0,1,30,37,0
363,12863.0,22,1,35,139,599,26493,1.0,30,-218.0,0,0,496,0,1,23102,1,1769,0,1,0,32,45,0
13,10100.0,12,2,569,3,20,26494,1.0,30,-43.0,0,0,114,0,1,23103,0,61,0,0,1,465,37,0
308,300.0,6,1,26,46,156,26495,0.8930170000000001,9,-222.0,0,0,78,1,1,23104,1,1947,0,1,0,24,14,1
317,6623.39,22,1,297,139,455,26496,1.0,30,-169.0,0,10,505,0,1,23105,1,1046,0,1,0,215,45,0
475,14905.0,22,1,39,139,643,26497,1.0,30,-217.0,0,0,79,0,1,23106,1,3293,0,1,0,36,45,0
165,13429.0,15,1,35,138,219,26498,0.814815,10,-218.0,0,0,402,1,1,23107,1,3024,0,0,1,32,44,1
102,6195.0,6,1,33,46,128,26499,0.8930170000000001,9,-219.0,0,0,509,1,1,23108,1,3679,1,1,0,30,14,1
113,1440000.0,15,1,327,138,141,26500,0.7182,10,-156.0,0,66,611,0,1,23109,0,4211,1,0,1,243,44,1
73,3400.0,6,1,33,46,94,26501,0.8930170000000001,9,-219.0,0,0,402,1,1,23110,1,4163,0,1,0,30,14,1
229,19363.0,17,2,26,139,270,26502,1.0,30,-222.0,0,0,381,1,1,23111,1,3527,1,0,1,24,45,0
229,12006.0,17,2,250,139,270,26503,1.0,30,-183.0,0,0,381,1,1,23112,1,3527,1,0,1,223,45,0
229,12756.0,17,2,26,139,270,26504,1.0,30,-222.0,0,0,502,1,1,23113,1,3527,1,0,1,24,45,0
229,24188.0,17,2,35,139,270,26505,1.0,30,-219.0,0,0,458,1,1,23115,1,3527,1,0,1,32,45,0
229,21165.5,17,2,35,139,270,26506,1.0,30,-219.0,0,0,458,1,1,23116,1,3527,1,0,1,32,45,0
229,20603.0,17,2,35,139,270,26507,1.0,30,-219.0,0,0,458,1,1,23119,1,3527,1,0,1,32,45,0
229,20603.0,17,2,26,139,270,26508,1.0,30,-222.0,0,0,458,1,1,23122,1,3527,1,0,1,24,45,0
229,29200.0,17,2,33,139,270,26509,1.0,30,-222.0,0,0,458,1,1,23114,1,3527,1,0,1,30,45,0
229,29200.0,17,2,33,139,270,26510,1.0,30,-222.0,0,0,458,1,1,23117,1,3527,1,0,1,30,45,0
229,20040.5,17,2,33,139,270,26511,1.0,30,-219.0,0,0,458,1,1,23123,1,3527,1,0,1,30,45,0
229,25921.0,17,3,39,139,270,26512,1.0,30,-216.0,0,0,458,1,1,23118,1,3527,1,0,1,36,45,0
229,20040.5,17,2,33,139,270,26513,1.0,30,-222.0,0,0,458,1,1,23120,1,3527,1,0,1,30,45,0
0,18000.0,22,1,239,139,0,26514,1.0,30,-196.0,7,0,605,0,1,23124,1,656,0,1,0,162,45,0
229,21165.5,17,2,26,139,270,26515,1.0,30,-222.0,0,0,452,1,1,23121,1,3527,1,0,1,24,45,0
334,1200.0,22,1,237,139,536,26516,1.0,30,-197.0,0,0,402,0,1,23125,1,3253,0,1,0,160,45,0
251,8553.5,17,1,33,139,289,26517,1.0,30,-219.0,0,0,402,0,1,23127,1,3389,1,0,1,30,45,0
251,8340.11,17,1,33,139,289,26518,1.0,30,-219.0,0,0,402,0,1,23128,1,3389,1,0,1,30,45,0
377,2500.0,22,1,250,139,532,26519,1.0,30,-188.0,0,0,402,1,1,23129,0,308,0,1,0,179,45,0
235,300000.0,18,1,259,3,330,26520,1.0,30,-184.0,0,5,436,0,1,23126,1,3029,1,1,0,202,37,0
184,47724.72,4,1,37,25,75,26521,1.0,30,-72.0,0,0,143,0,1,23130,1,2681,1,1,0,34,9,0
184,9874.08,4,1,39,25,75,26522,1.0,30,-217.0,0,0,143,0,1,23131,1,3029,1,1,0,36,9,0
184,24685.2,4,1,37,25,75,26523,1.0,30,-218.0,0,0,143,0,1,23132,1,2679,1,1,0,34,9,0
111,11000.0,6,1,26,46,138,26524,0.8930170000000001,9,-222.0,0,0,349,1,1,23133,1,21,0,0,1,24,14,1
426,15000.0,18,1,252,38,596,26525,1.0,30,-190.0,0,0,481,1,1,23134,0,973,0,1,0,175,37,0
123,1320000.0,21,1,406,60,111,26526,0.852878,9,-147.0,0,75,811,0,1,23135,0,3428,1,0,1,314,23,1
81,25474.782000000003,11,1,342,109,103,26527,0.8930170000000001,9,-180.0,0,0,778,1,1,23136,1,2977,0,0,1,253,18,1
77,15000.0,6,1,226,46,98,26528,0.8930170000000001,9,-201.0,0,0,605,1,1,23137,1,1550,1,1,0,152,14,1
334,30000.0,22,3,256,139,490,26529,1.0,30,-189.0,0,10,505,0,1,23138,1,443,0,1,0,179,45,0
77,15000.0,6,1,226,46,98,26530,0.8930170000000001,9,-188.0,0,0,605,1,1,23139,1,1550,1,1,0,152,14,1
421,20199.96,5,3,221,60,582,26531,0.8930170000000001,9,-212.0,0,3,602,1,1,23140,1,3689,1,1,0,148,24,1
277,8000.0,12,1,438,19,395,26532,1.0,30,-104.0,0,0,787,0,1,23141,1,4349,0,0,1,344,7,0
225,3777.2,22,1,259,139,318,26533,1.0,30,-187.0,0,0,402,1,1,23142,1,4505,0,1,0,181,45,0
378,7000.0,22,1,604,139,533,26534,1.0,30,-56.0,0,0,723,0,1,23143,0,119,0,1,0,497,45,0
351,800.0,22,1,263,139,503,26535,1.0,30,-185.0,0,10,599,0,1,23144,1,2155,0,1,0,185,45,0
421,33599.8,5,3,269,60,582,26536,0.8930170000000001,9,-209.0,0,0,631,1,1,23145,1,3689,1,1,0,190,24,1
361,18180.0,22,2,327,139,514,26537,1.0,30,-156.0,0,0,701,0,1,23146,1,486,0,1,0,243,45,0
457,11752.0,22,1,37,139,324,26538,1.0,30,-146.0,0,0,618,0,1,23147,1,2359,0,1,0,34,45,0
374,1.0,22,1,263,139,530,26539,1.0,30,-176.0,0,0,509,1,1,23148,0,3932,0,1,0,260,45,0
354,4590.0,22,1,33,139,324,26540,1.0,30,-219.0,0,0,523,0,1,23149,1,3974,0,1,0,30,45,0
213,26250000.0,3,1,469,19,304,26541,5.749168,1,-118.0,54,50,324,0,1,23151,0,3480,0,1,0,373,7,0
441,1500.0,22,1,35,139,604,26542,1.0,30,-218.0,0,0,509,0,1,23152,1,2890,0,1,0,32,45,0
131,3867.0,6,1,267,46,170,26543,0.8930170000000001,9,-210.0,0,3,519,1,1,23153,1,2684,1,1,0,188,14,1
334,25000.0,22,1,453,139,493,26544,1.0,30,-96.0,0,0,778,0,1,23150,0,2656,0,1,0,359,45,0
334,25000.0,22,1,462,139,493,26545,1.0,30,-92.0,0,0,791,0,1,23154,0,2656,0,1,0,381,45,0
334,25000.0,22,1,462,139,493,26546,1.0,30,-92.0,0,0,791,0,1,23155,0,2656,0,1,0,381,45,0
334,25000.0,22,1,462,139,493,26547,1.0,30,-92.0,0,0,791,0,1,23156,0,2656,0,1,0,381,45,0
229,11443.5,17,2,33,139,270,26548,1.0,30,-222.0,0,0,462,1,1,23157,1,3527,1,0,1,30,45,0
229,20603.0,17,2,33,139,270,26549,1.0,30,-222.0,0,0,481,1,1,23158,1,3527,1,0,1,30,45,0
229,20603.0,17,2,35,139,270,26550,1.0,30,-219.0,0,0,483,1,1,23159,1,3527,1,0,1,32,45,0
229,20040.5,17,2,35,139,270,26551,1.0,30,-219.0,0,0,483,1,1,23160,1,3527,1,0,1,32,45,0
229,20040.5,17,2,33,139,270,26552,1.0,30,-222.0,0,0,483,1,1,23161,1,3527,1,0,1,30,45,0
229,20603.0,17,2,33,139,270,26553,1.0,30,-222.0,0,0,483,1,1,23163,1,3527,1,0,1,30,45,0
229,21165.5,17,2,33,139,270,26554,1.0,30,-222.0,0,0,483,1,1,23164,1,3527,1,0,1,30,45,0
229,20040.5,17,2,305,139,270,26555,1.0,30,-183.0,0,0,509,1,1,23166,1,3527,1,0,1,223,45,0
229,37594.5,17,2,33,139,270,26556,1.0,30,-222.0,0,0,509,1,1,23162,1,3527,1,0,1,30,45,0
229,21165.5,17,2,33,139,270,26557,1.0,30,-222.0,0,0,509,1,1,23165,1,3527,1,0,1,30,45,0
334,1632.0,22,1,221,139,527,26558,1.0,30,-212.0,0,0,402,0,1,23167,1,732,0,1,0,148,45,0
234,1200.0,22,1,334,139,354,26559,1.0,30,-147.0,39,8,537,0,1,23168,0,1230,1,1,0,314,45,0
334,20000.0,4,1,46,25,236,26560,1.260725,2,-150.0,0,72,641,0,1,23169,1,2589,1,1,0,308,9,0
346,23199.36,22,3,26,139,12,26561,1.0,30,-222.0,0,0,340,0,1,23170,1,2683,1,1,0,24,45,0
344,400.0,22,1,33,139,496,26562,1.0,30,-219.0,0,0,605,0,1,23171,1,3421,1,1,0,30,45,0
346,15466.24,22,2,26,139,12,26563,1.0,30,-222.0,0,0,340,0,1,23172,1,2683,1,1,0,24,45,0
344,1720.0,22,1,35,139,496,26564,1.0,30,-218.0,0,0,509,0,1,23173,1,2630,0,1,0,32,45,0
356,31995.0,22,3,35,139,508,26565,1.0,30,-218.0,0,0,605,0,1,23174,1,3873,0,1,0,32,45,0
319,170000.0,22,1,259,139,459,26566,1.0,30,-145.0,0,10,648,0,1,23175,1,4382,0,1,0,181,45,0
97,50006.0,8,1,259,34,122,26567,22.296802,6,-139.0,0,21,436,0,1,23177,1,3513,1,0,1,274,8,1
97,64000.0,8,1,259,34,122,26568,23.879264000000003,6,-187.0,0,23,436,0,1,23178,1,1307,0,0,1,181,8,1
97,107980.0,8,2,313,34,122,26569,0.8250139999999999,9,-163.0,0,33,611,0,1,23176,1,1307,0,0,1,229,8,1
45,38124.0,10,1,386,131,64,26570,1.0,30,-127.0,40,0,124,1,1,23180,1,2774,0,0,1,298,17,1
45,178500.0,10,1,256,131,64,26571,1.0,30,-188.0,17,0,548,1,1,23181,1,2953,0,0,1,179,17,1
45,65000.0,10,4,587,131,64,26572,1.0,30,-34.0,40,37,930,1,1,23179,1,1427,0,0,1,483,17,1
287,131300.0,22,1,459,139,513,26573,1.0,30,-93.0,0,0,784,1,1,23182,0,2488,0,1,0,367,45,0
287,225000.0,22,1,501,139,513,26574,1.0,30,-91.0,0,0,876,1,1,23183,0,2488,0,1,0,403,45,0
287,170000.0,22,1,602,139,513,26575,1.0,30,-57.0,0,0,988,1,1,23184,0,2488,0,1,0,495,45,0
269,29840.0,0,2,510,107,379,26576,1.0,30,-70.0,0,45,773,0,1,23185,0,1504,1,1,0,411,34,1
334,6500.0,22,1,33,139,542,26577,1.0,30,-219.0,0,0,791,0,1,23186,1,3638,0,1,0,30,45,0
334,36300.0,22,3,35,139,542,26578,1.0,30,-168.0,0,0,946,0,1,23187,1,3638,0,1,0,32,45,0
46,4907.0,9,1,31,52,65,26579,7.750313,11,-220.0,0,0,343,1,1,23188,1,2988,1,0,1,28,15,1
281,600000.0,19,1,37,119,83,26580,1.328009,25,-97.0,0,0,296,0,1,23189,1,3985,1,0,1,168,35,1
112,37500.0,6,1,33,46,139,26581,0.8930170000000001,9,-219.0,0,0,605,1,1,23190,1,3680,0,1,0,30,14,1
408,10700000.0,0,1,282,55,569,26582,77.05,14,-184.0,0,0,605,1,1,23191,0,64,0,1,0,202,19,1
49,19450.0,6,1,33,46,70,26583,0.8930170000000001,9,-219.0,0,0,509,1,1,23192,1,1608,0,0,1,30,14,1
408,9000000.0,0,1,386,55,569,26584,73.35,14,-184.0,0,0,593,1,1,23194,0,65,0,1,0,283,19,1
240,17400.0,6,1,33,46,337,26585,0.8930170000000001,9,-219.0,0,0,509,1,1,23195,1,160,0,0,1,30,14,1
61,14000.0,6,1,37,46,81,26586,0.8930170000000001,9,-217.0,0,0,373,1,1,23193,1,1105,0,1,0,34,14,1
419,51400.0,6,3,252,6,579,26587,0.8930170000000001,9,-190.0,0,0,605,1,1,23196,1,2686,1,1,0,175,4,1
53,47880.0,0,1,37,129,74,26588,29.498659999999997,28,-217.0,0,0,509,1,1,23197,1,57,0,1,0,34,41,1
102,2630.0,6,1,313,46,128,26589,0.8250139999999999,9,-163.0,0,0,631,1,1,23198,1,3859,0,1,0,229,14,1
288,9642.5,9,1,440,129,240,26590,1.0,30,-96.0,8,0,692,1,1,23199,1,59,0,0,1,359,15,1
287,6500.0,22,1,245,139,513,26591,1.0,30,-2.0,0,0,496,1,1,23200,1,4229,0,1,0,168,45,0
169,13915.0,6,1,360,46,150,26592,0.852878,9,-140.0,2,0,689,1,1,23201,1,1670,0,1,0,272,14,1
48,92525.0,6,1,37,46,69,26593,0.8930170000000001,9,-217.0,0,1,625,1,1,23202,1,82,0,0,1,34,14,1
334,,22,0,101,139,605,26594,1.0,30,-176.0,43,0,1080,0,0,23203,0,395,0,2,0,260,45,0
408,10000000.0,0,1,295,55,569,26595,73.7,14,-170.0,0,31,635,1,1,23204,0,65,0,1,0,213,19,1
399,1.0,22,1,37,139,531,26596,1.0,30,-217.0,0,0,184,0,1,23205,1,1882,0,1,0,34,45,0
236,550.0,0,1,39,119,332,26597,1.397392,25,-217.0,0,0,490,1,1,23206,1,2686,1,1,0,36,34,1
349,1.0,22,1,267,139,500,26598,1.0,30,-210.0,0,0,704,0,1,23207,1,4477,0,1,0,188,45,0
378,5000.0,22,1,37,139,643,26599,1.0,30,-218.0,0,0,63,0,1,23208,1,4511,0,1,0,34,45,0
145,320.0,8,1,237,114,192,26600,0.8930170000000001,9,-197.0,0,0,393,0,1,23209,1,1076,0,0,1,160,32,1
236,34650.0,0,2,39,119,332,26601,1.397392,25,-217.0,0,0,556,1,1,23210,1,2686,1,1,0,36,34,1
408,5000000.0,0,1,684,55,569,26602,73.35,14,-184.0,0,0,107,1,1,23211,0,65,0,1,0,283,19,1
87,28039.99,6,4,600,46,150,26603,0.81960495,9,-58.0,2,0,892,1,1,23212,1,2239,0,1,0,493,14,1
16,55002.0,5,3,506,60,27,26604,0.81960495,9,-72.0,0,49,879,0,1,23213,0,1519,1,1,0,407,24,1
392,21384.36,18,1,39,110,552,26605,1.0,30,-216.0,0,2,490,1,1,23214,1,768,0,1,0,36,1,0
80,3600.0,6,1,278,46,156,26606,0.8930170000000001,9,-205.0,0,1,1061,1,1,23215,1,3852,0,1,0,198,14,1
240,111750.0,6,1,229,46,337,26607,0.8930170000000001,9,-201.0,0,0,509,1,1,23216,1,160,0,0,1,154,14,1
352,28000.0,22,1,39,139,504,26608,1.0,30,-216.0,0,0,605,0,1,23217,1,4182,0,1,0,36,45,0
371,6000.0,22,1,269,139,526,26609,1.0,30,-209.0,0,10,704,0,1,23218,0,4369,0,1,0,190,45,0
112,4666.0,6,3,221,46,139,26610,0.8930170000000001,9,-212.0,0,7,749,1,1,23219,1,3978,1,1,0,148,14,1
43,15995.0,6,2,250,46,62,26611,0.8930170000000001,9,-191.0,0,0,704,1,1,23220,1,3665,1,1,0,173,14,1
43,13870.83,6,4,278,46,62,26612,0.8930170000000001,9,-205.0,0,0,502,1,1,23221,1,3033,1,1,0,198,14,1
115,4820.0,6,1,467,128,642,26613,0.9441360000000001,3,-119.0,0,0,692,1,1,23222,1,1393,1,1,0,371,40,1
236,6180.0,0,1,39,119,332,26614,1.397392,25,-216.0,0,0,556,1,1,23223,1,3356,1,1,0,36,34,1
332,616000.0,22,1,406,139,484,26615,1.0,30,-147.0,0,2,796,0,1,23224,1,375,0,1,0,314,45,0
419,9400.0,6,1,267,6,579,26616,0.8930170000000001,9,-210.0,0,0,509,1,1,23225,1,2046,0,1,0,188,4,1
111,8400.0,6,1,33,46,138,26617,0.8930170000000001,9,-219.0,0,0,396,1,1,23226,1,80,0,0,1,30,14,1
426,3300.0,18,1,229,38,596,26618,1.0,30,-201.0,0,0,745,1,1,23227,1,4434,0,1,0,154,37,0
449,26981.0,22,1,427,139,513,26619,1.0,30,-108.0,0,0,791,1,1,23228,1,3700,0,1,0,334,45,0
160,8772400.0,8,1,263,114,214,26620,69.9513,23,-185.0,0,1,722,0,1,23229,0,1498,0,0,1,185,32,1
11,9000.0,22,1,313,139,17,26621,1.0,30,-163.0,0,56,704,0,1,23230,0,2683,1,1,0,229,45,0
106,,11,0,280,123,132,26622,0.8930170000000001,9,-204.0,0,15,1080,0,0,23231,0,1378,0,2,1,200,18,1
408,3300000.0,0,1,375,55,569,26623,73.35,14,-184.0,0,0,584,1,1,23232,0,65,0,1,0,283,19,1
54,15200.0,4,1,221,25,75,26624,1.0,30,-212.0,0,0,370,0,1,23233,1,4357,0,1,0,148,9,0
152,54000.0,23,3,39,44,201,26625,0.8930170000000001,9,-216.0,0,0,611,1,1,23236,1,4314,0,0,1,36,13,1
288,1900.0,19,1,221,119,83,26626,1.397392,25,-212.0,0,0,665,1,1,23234,1,2945,1,0,1,148,35,1
236,5560.0,0,3,39,119,332,26627,1.397392,25,-217.0,0,0,466,1,1,23237,1,1133,1,1,0,36,34,1
371,31000.0,22,2,477,139,526,26628,1.0,30,-92.0,0,3,978,0,1,23238,1,3712,0,1,0,381,45,0
334,36720.0,22,1,319,139,555,26629,1.0,30,-160.0,0,0,704,0,1,23239,1,2687,0,1,0,235,45,0
334,22572.0,4,1,501,25,367,26630,1.2277770000000001,2,-91.0,0,0,978,0,1,23240,1,2681,1,1,0,403,9,0
299,19000000.0,16,1,282,122,425,26631,17.362475,31,-184.0,0,35,697,0,1,23241,0,3753,0,1,0,202,36,1
187,4920.0,21,1,305,60,251,26632,0.8930170000000001,9,-183.0,0,0,542,1,1,23242,1,4567,0,0,1,223,23,1
331,1200.0,13,1,39,30,480,26633,1.0,30,-216.0,0,3,368,0,1,23244,0,4389,0,1,0,36,10,0
187,1830.0,21,1,449,60,251,26634,0.827678,9,-98.0,0,0,879,1,1,23243,1,2145,0,0,1,355,23,1
353,4307.01,22,1,39,139,536,26635,1.0,30,-216.0,0,0,472,0,1,23245,1,105,0,1,0,36,45,0
408,5000000.0,0,1,295,55,569,26636,73.7,14,-170.0,0,31,685,1,1,23246,0,65,0,1,0,213,19,1
227,11780.0,21,1,249,60,44,26637,0.8930170000000001,9,-191.0,0,0,526,1,1,23247,1,2495,1,0,1,173,23,1
475,60929.0,22,4,395,139,643,26638,1.0,30,-124.0,0,0,79,0,1,23248,1,1282,0,1,0,306,45,0
334,,4,0,682,25,566,26639,1.26483,2,-157.0,62,0,1080,0,0,23249,0,3198,0,2,0,241,9,0
408,1200000.0,0,1,406,55,569,26640,73.35,14,-184.0,0,0,545,1,1,23250,0,65,0,1,0,283,19,1
83,1637.5,17,1,35,139,289,26641,1.0,30,-92.0,0,0,402,1,1,23251,1,3515,1,0,1,32,45,0
83,965.63,17,1,35,139,289,26642,1.0,30,-92.0,0,0,402,1,1,23252,1,3515,1,0,1,32,45,0
234,25000.0,22,1,41,139,328,26643,1.0,30,-215.0,0,0,509,0,1,23253,1,3560,0,1,0,38,45,0
83,2005.0,17,1,35,139,289,26644,1.0,30,-92.0,0,0,402,1,1,23254,1,3515,1,0,1,32,45,0
